client_profit_center_id,fiscal_year,month,volume
763,2022,7,370
763,2022,8,172
763,2022,9,86
763,2022,10,201
763,2022,11,25
763,2022,12,21
763,2023,1,40
763,2023,2,94
763,2023,3,192
763,2023,4,120
763,2023,5,108
763,2023,6,127
763,2023,7,228
763,2023,8,102
763,2023,9,95
763,2023,10,76
763,2023,11,222
763,2023,12,41
763,2024,2,51
763,2024,3,35
763,2024,4,161
763,2024,5,89
763,2024,6,148
763,2024,7,82
763,2024,8,53
763,2024,9,76
763,2024,10,52
763,2024,11,187
763,2024,12,7
763,2025,1,2
763,2025,2,21
763,2025,3,44
763,2025,4,76
763,2025,5,66
1075,2022,9,2
764,2023,4,76
764,2023,6,0
764,2023,8,6
765,2023,4,0
766,2022,4,24
766,2022,6,15
766,2022,10,10
766,2022,11,25
766,2023,5,30
766,2023,6,30
766,2023,7,7
767,2022,6,60
767,2022,8,0
767,2022,9,0
767,2023,6,16
1076,2022,7,0
1076,2022,8,8
768,2023,9,1
1077,2022,5,75
769,2024,5,1
770,2023,9,5
770,2024,5,3
770,2024,11,4
771,2022,4,194
771,2022,5,164
771,2022,6,56
771,2022,7,164
771,2022,8,214
771,2022,9,148
771,2022,10,216
771,2022,11,116
771,2022,12,32
771,2023,1,14
771,2023,2,54
771,2023,3,157
771,2023,4,91
771,2023,5,75
771,2023,6,85
771,2023,7,73
771,2023,8,75
771,2023,9,97
771,2023,10,65
771,2023,11,74
771,2023,12,14
771,2024,2,74
771,2024,3,57
771,2024,4,184
771,2024,5,54
771,2024,6,99
771,2024,7,137
771,2024,8,99
771,2024,9,97
771,2024,10,155
771,2024,11,155
771,2024,12,41
771,2025,1,7
771,2025,2,14
771,2025,3,38
771,2025,4,55
771,2025,5,22
772,2023,10,22
772,2023,11,43
772,2023,12,24
772,2024,7,22
772,2024,8,36
772,2024,11,20
772,2024,12,19
773,2022,4,390
773,2022,5,306
773,2022,6,260
773,2022,7,411
773,2022,8,223
773,2022,9,265
773,2022,10,269
773,2022,11,231
773,2022,12,129
773,2023,1,23
773,2023,2,161
773,2023,3,293
773,2023,4,186
773,2023,5,411
773,2023,6,294
773,2023,7,243
773,2023,8,296
773,2023,9,263
773,2023,10,291
773,2023,11,177
773,2023,12,18
773,2024,1,0
773,2024,2,88
773,2024,3,92
773,2024,4,282
773,2024,5,310
773,2024,6,190
773,2024,7,177
773,2024,8,130
773,2024,9,95
773,2024,10,184
773,2024,11,223
773,2024,12,21
773,2025,1,36
773,2025,2,92
773,2025,3,451
773,2025,4,212
773,2025,5,238
774,2022,9,48
774,2023,9,52
774,2024,3,0
775,2022,4,348
775,2022,5,420
775,2022,6,11
775,2022,7,83
775,2022,8,103
775,2022,9,128
775,2022,10,43
775,2022,11,36
775,2022,12,11
775,2023,2,82
775,2023,3,45
775,2023,4,69
775,2023,5,265
775,2023,6,90
775,2023,7,97
775,2023,8,118
775,2023,9,59
775,2023,10,31
775,2023,11,112
775,2023,12,36
775,2024,1,33
775,2024,2,56
775,2024,3,47
775,2024,4,64
775,2024,5,78
775,2024,6,95
775,2024,7,35
775,2024,8,122
775,2024,9,75
775,2024,10,109
775,2024,11,63
775,2024,12,11
775,2025,2,113
775,2025,3,180
775,2025,4,44
775,2025,5,74
776,2022,12,0
776,2023,1,0
776,2023,8,0
776,2023,10,0
776,2023,11,0
776,2024,4,0
777,2022,5,45
777,2022,7,29
777,2022,9,21
777,2022,10,30
777,2023,2,20
777,2023,3,73
777,2023,4,92
777,2023,5,27
777,2023,6,67
777,2023,9,21
777,2023,10,29
777,2023,11,18
777,2024,1,18
777,2024,3,50
777,2024,5,43
777,2024,6,40
777,2024,7,29
777,2024,9,21
777,2024,10,34
777,2024,12,22
777,2025,3,22
777,2025,5,44
778,2022,4,0
778,2022,5,0
778,2022,11,6
778,2023,3,184
778,2023,4,175
778,2023,5,8
778,2024,3,30
778,2024,8,5
779,2023,4,0
780,2022,4,389
780,2022,5,190
780,2022,6,493
780,2022,7,180
780,2022,8,289
780,2022,9,573
780,2022,10,216
780,2022,11,198
780,2023,1,40
780,2023,2,132
780,2023,3,181
780,2023,4,257
780,2023,5,481
780,2023,6,184
780,2023,7,171
780,2023,8,205
780,2023,9,376
780,2023,10,604
780,2023,11,381
780,2023,12,56
780,2024,1,350
780,2024,2,354
780,2024,3,327
780,2024,4,371
780,2024,5,216
780,2024,6,126
780,2024,7,338
780,2024,8,58
780,2024,9,248
780,2024,10,263
780,2024,11,177
780,2024,12,58
780,2025,1,199
780,2025,2,212
780,2025,3,180
780,2025,4,252
780,2025,5,228
781,2023,4,0
782,2022,6,2
782,2022,10,2
782,2023,1,1
782,2023,3,2
782,2025,3,2
782,2025,4,2
783,2023,3,0
783,2024,4,0
784,2022,4,25
784,2022,6,11
784,2022,7,11
784,2022,8,7
784,2022,9,22
784,2022,10,23
784,2022,11,5
784,2022,12,16
784,2023,1,5
784,2023,2,35
784,2023,3,85
784,2023,4,46
784,2023,5,63
784,2023,6,59
784,2023,7,14
784,2023,8,30
784,2023,9,9
784,2023,10,83
784,2023,11,43
784,2024,2,34
784,2024,3,47
784,2024,4,43
784,2024,5,21
784,2024,6,5
784,2024,7,21
784,2024,8,11
784,2024,9,31
784,2024,10,29
784,2024,11,14
784,2025,1,19
784,2025,2,19
784,2025,3,24
784,2025,4,56
784,2025,5,14
785,2025,4,18
785,2025,5,7
786,2022,4,96
786,2022,5,25
786,2022,7,38
786,2022,8,41
786,2022,9,144
786,2022,10,63
786,2022,11,55
786,2022,12,15
786,2023,1,5
786,2023,2,59
786,2023,3,38
786,2023,5,41
786,2023,6,66
786,2023,7,23
786,2023,8,12
786,2023,9,88
786,2023,10,22
786,2023,11,58
786,2024,2,51
786,2024,3,69
786,2024,4,79
786,2024,5,35
786,2024,6,9
786,2024,7,31
786,2024,8,46
786,2024,9,32
786,2024,10,54
786,2024,11,54
786,2025,1,40
786,2025,2,117
786,2025,3,22
786,2025,4,22
786,2025,5,17
787,2022,4,11
787,2022,5,29
787,2022,6,66
787,2022,7,11
787,2022,8,53
787,2022,9,68
787,2022,10,60
787,2022,11,22
787,2022,12,3
787,2023,1,11
787,2023,2,54
787,2023,3,12
787,2023,4,33
787,2023,5,33
787,2023,6,78
787,2023,7,49
787,2023,10,113
787,2023,12,7
787,2024,1,10
787,2024,2,18
787,2024,3,66
787,2024,4,14
787,2024,6,50
787,2024,7,33
787,2024,9,18
787,2024,10,18
787,2024,11,18
787,2024,12,18
787,2025,2,14
787,2025,3,98
787,2025,4,21
787,2025,5,15
788,2022,4,67
788,2022,5,87
788,2022,7,163
788,2022,8,77
788,2022,9,31
788,2022,10,22
788,2023,6,132
788,2023,7,88
788,2024,3,21
788,2024,4,67
788,2024,6,62
788,2024,7,63
788,2024,8,15
788,2025,2,73
788,2025,4,84
788,2025,5,28
789,2022,4,313
789,2022,5,277
789,2022,6,77
789,2022,7,130
789,2022,8,116
789,2022,9,431
789,2022,10,135
789,2022,11,195
789,2022,12,4
789,2023,1,223
789,2023,2,24
789,2023,3,74
789,2023,4,118
789,2023,5,238
789,2023,6,254
789,2023,7,114
789,2023,8,77
789,2023,9,176
789,2023,10,218
789,2023,11,7
789,2024,1,7
789,2024,2,153
789,2024,3,169
789,2024,4,150
789,2024,5,221
789,2024,6,96
789,2024,7,244
789,2024,8,140
789,2024,9,127
789,2024,10,166
789,2024,11,143
789,2024,12,8
789,2025,1,55
789,2025,2,236
789,2025,3,89
789,2025,4,203
789,2025,5,81
790,2025,1,44
790,2025,2,40
790,2025,4,24
791,2022,4,225
791,2022,5,33
791,2022,7,157
791,2022,8,153
791,2022,9,66
791,2022,10,74
791,2022,11,63
791,2023,1,0
791,2023,2,80
791,2023,4,104
791,2023,6,101
791,2023,8,127
791,2023,10,73
791,2024,1,32
791,2024,4,121
791,2024,6,83
791,2024,7,67
791,2024,10,21
791,2024,12,29
791,2025,1,139
791,2025,2,19
791,2025,3,75
791,2025,5,86
792,2022,4,26
792,2022,5,9
792,2022,6,13
792,2022,7,0
792,2023,6,0
792,2023,8,0
792,2024,10,0
793,2022,4,5
793,2022,6,1
793,2022,8,22
793,2022,11,1
793,2023,3,6
793,2023,5,0
793,2024,3,4
793,2024,7,6
794,2022,4,54
794,2022,5,126
794,2022,6,94
794,2022,7,78
794,2022,8,11
794,2023,5,10
794,2023,6,23
794,2023,9,21
794,2024,3,29
794,2024,4,18
794,2024,6,36
794,2024,8,25
794,2025,2,25
794,2025,3,4
794,2025,5,26
795,2022,12,90
795,2023,4,159
796,2023,7,25
796,2023,8,21
796,2023,10,3
796,2023,11,0
797,2023,8,0
798,2024,5,79
798,2024,6,10
798,2024,10,14
798,2024,11,59
798,2025,3,62
798,2025,4,87
798,2025,5,8
799,2023,10,30
799,2024,3,6
800,2022,4,1061
800,2022,5,1126
800,2022,6,1041
800,2022,7,821
800,2022,8,724
800,2022,9,952
800,2022,10,876
800,2022,11,625
800,2022,12,159
800,2023,1,58
800,2023,2,345
800,2023,3,938
800,2023,4,683
800,2023,5,728
800,2023,6,763
800,2023,7,571
800,2023,8,586
800,2023,9,532
800,2023,10,661
800,2023,11,285
800,2023,12,97
800,2024,1,23
800,2024,2,205
800,2024,3,721
800,2024,4,968
800,2024,5,685
800,2024,6,760
800,2024,7,785
800,2024,8,726
800,2024,9,1042
800,2024,10,1131
800,2024,11,768
800,2024,12,122
800,2025,1,89
800,2025,2,286
800,2025,3,795
800,2025,4,763
800,2025,5,683
801,2023,7,14
801,2023,8,3
801,2023,9,2
801,2023,10,1
802,2022,10,21
802,2023,6,2
802,2023,7,5
803,2022,7,14
803,2022,10,65
803,2024,12,20
804,2022,4,8
804,2022,5,5
804,2022,6,16
804,2022,7,23
804,2022,8,12
804,2022,9,25
804,2022,10,24
804,2022,11,0
804,2022,12,21
804,2023,1,2
804,2023,2,1
804,2023,3,10
804,2023,4,7
804,2023,5,106
804,2023,6,49
804,2023,7,29
804,2023,8,22
804,2023,9,23
804,2023,10,15
804,2023,11,14
804,2023,12,4
804,2024,1,0
804,2024,2,0
804,2024,3,135
804,2024,4,25
804,2024,5,9
804,2024,6,29
804,2024,7,20
804,2024,8,3
804,2024,9,21
804,2024,10,24
804,2024,11,5
804,2024,12,1
804,2025,1,1
804,2025,2,6
804,2025,3,32
804,2025,4,83
804,2025,5,21
805,2023,11,12
1078,2022,11,10
1079,2022,5,43
1079,2023,3,33
806,2024,7,40
807,2022,4,345
807,2022,5,590
807,2022,6,310
807,2022,7,375
807,2022,8,385
807,2022,9,379
807,2022,10,368
807,2022,11,632
807,2022,12,150
807,2023,1,112
807,2023,2,281
807,2023,3,365
807,2023,4,283
807,2023,5,202
807,2023,6,438
807,2023,7,334
807,2023,8,188
807,2023,9,543
807,2023,10,350
807,2023,11,299
807,2023,12,18
807,2024,1,106
807,2024,2,89
807,2024,3,268
807,2024,4,295
807,2024,5,325
807,2024,6,346
807,2024,7,289
807,2024,8,138
807,2024,9,202
807,2024,10,150
807,2024,11,205
807,2024,12,34
807,2025,1,69
807,2025,2,65
807,2025,3,320
807,2025,4,326
807,2025,5,284
808,2022,4,3
808,2022,5,21
808,2022,9,36
808,2022,10,21
808,2023,4,7
808,2023,10,7
808,2023,11,7
808,2023,12,0
808,2024,2,14
808,2024,9,10
808,2024,10,3
808,2024,11,3
808,2025,2,14
1080,2022,12,2
809,2022,4,13200
809,2022,5,13017
809,2022,6,13651
809,2022,7,8870
809,2022,8,17520
809,2022,9,20044
809,2022,10,8294
809,2022,11,10771
809,2022,12,5011
809,2023,1,3916
809,2023,2,7372
809,2023,3,9100
809,2023,4,7708
809,2023,5,11232
809,2023,6,12595
809,2023,7,7776
809,2023,8,4665
809,2023,9,7084
809,2023,10,4896
809,2023,11,3744
809,2023,12,3110
809,2024,1,7209
809,2024,2,2937
809,2024,3,6048
809,2024,4,2649
809,2024,5,4848
809,2024,6,1555
809,2024,7,5702
809,2024,8,2246
809,2024,9,633
809,2024,10,4963
809,2024,11,2947
809,2025,1,1267
809,2025,2,3744
809,2025,3,4492
809,2025,4,5356
810,2022,4,37078
810,2022,5,50093
810,2022,6,46040
810,2022,7,39132
810,2022,8,39468
810,2022,9,45734
810,2022,10,37016
810,2022,11,24920
810,2022,12,12398
810,2023,1,27384
810,2023,2,35607
810,2023,3,46121
810,2023,4,30576
810,2023,5,30811
810,2023,6,24017
810,2023,7,31292
810,2023,8,37535
810,2023,9,30744
810,2023,10,32536
810,2023,11,31360
810,2023,12,6574
810,2024,1,23811
810,2024,2,34538
810,2024,3,29718
810,2024,4,24382
810,2024,5,37851
810,2024,6,36489
810,2024,7,25809
810,2024,8,17640
810,2024,9,40051
810,2024,10,32439
810,2024,11,32580
810,2024,12,11692
810,2025,1,22724
810,2025,2,39177
810,2025,3,33790
810,2025,4,32849
810,2025,5,30938
811,2024,4,130
812,2023,9,170
812,2025,1,110
812,2025,4,230
813,2024,3,100
813,2024,4,1000
813,2024,6,590
813,2025,4,250
813,2025,5,500
814,2023,3,5340
814,2023,9,2520
814,2023,11,300
814,2024,4,2520
814,2024,7,2520
814,2024,9,2160
814,2024,10,2000
814,2025,2,2520
815,2024,9,2110
815,2024,10,650
815,2024,11,2030
815,2024,12,2560
815,2025,4,1380
815,2025,5,3320
816,2022,8,2520
816,2022,9,5070
816,2022,10,2520
816,2023,9,2500
816,2023,10,7500
816,2024,4,2340
816,2024,7,2520
816,2024,8,720
816,2025,5,3530
817,2022,4,13020
817,2022,5,10080
817,2022,6,9480
817,2022,7,10080
817,2022,8,2520
817,2022,9,3780
817,2022,10,4640
817,2022,11,2838
817,2023,1,2520
817,2023,2,2520
817,2023,3,3854
817,2023,4,3870
817,2023,5,4944
817,2023,7,8764
817,2023,9,3920
817,2023,10,5040
817,2023,11,4860
817,2023,12,0
817,2024,1,7560
817,2024,2,10670
817,2024,3,22460
817,2024,4,5490
817,2024,5,10080
817,2024,6,7560
817,2024,7,1260
817,2024,8,5040
817,2024,9,5020
817,2024,10,7700
817,2024,11,2520
817,2024,12,3780
817,2025,2,3780
817,2025,3,3780
817,2025,5,2520
818,2023,3,250
818,2023,4,10
819,2022,4,3305
819,2022,6,2000
819,2022,7,4204
819,2022,8,0
819,2022,9,3008
819,2022,10,3005
819,2022,11,1204
819,2023,2,2500
819,2023,4,3505
819,2023,6,1500
819,2023,9,1280
819,2023,11,1400
819,2024,3,2850
819,2024,5,700
819,2024,7,4000
819,2024,8,2800
819,2024,9,2700
819,2024,10,750
819,2024,11,3760
819,2024,12,140
819,2025,1,3000
819,2025,2,1870
819,2025,3,4930
819,2025,4,2000
820,2024,4,310
820,2025,5,240
821,2022,9,308
821,2022,11,760
821,2025,1,300
822,2022,4,2688
822,2022,7,2688
822,2022,9,2688
822,2023,2,6312
822,2023,5,2688
822,2023,11,2688
822,2024,10,2688
823,2022,8,310
823,2022,10,270
823,2023,10,30
824,2024,10,450
824,2024,11,230
825,2022,4,4390
825,2022,5,960
825,2022,7,2932
825,2022,8,2700
825,2022,9,1300
825,2022,10,4460
825,2022,11,150
825,2022,12,1600
825,2023,1,460
825,2023,2,2070
825,2023,3,880
825,2023,4,3170
825,2023,5,6560
825,2023,6,11480
825,2023,7,9695
825,2023,8,2750
825,2023,9,2970
825,2023,10,3960
825,2023,11,2960
825,2024,2,2070
825,2024,3,6090
825,2024,4,2400
825,2024,5,3810
825,2024,6,840
825,2024,7,310
825,2024,8,1600
825,2024,9,500
825,2024,10,850
825,2024,11,1630
825,2024,12,250
825,2025,1,500
825,2025,2,2350
825,2025,3,3910
825,2025,4,400
825,2025,5,600
1081,2022,12,0
826,2022,9,200
826,2022,11,200
826,2023,5,360
826,2023,6,2520
826,2024,3,1300
826,2024,8,1000
826,2025,2,300
827,2025,2,220
828,2022,5,1596
828,2022,8,2016
828,2022,12,1596
828,2023,2,4228
828,2023,3,168
828,2023,5,4452
828,2023,6,7952
828,2023,7,7504
828,2023,9,3724
828,2023,11,4704
828,2023,12,2912
828,2024,1,5068
828,2024,2,2800
828,2024,3,1260
828,2024,8,840
828,2024,11,2240
828,2024,12,1700
828,2025,1,5720
828,2025,2,2240
828,2025,3,5040
828,2025,4,5600
829,2023,11,1000
829,2024,3,0
829,2024,11,0
830,2023,3,1964
830,2023,4,4388
830,2023,5,4648
830,2023,6,612
830,2023,7,2682
830,2023,8,3378
830,2023,9,3992
830,2023,10,588
830,2023,11,4054
830,2023,12,672
830,2024,2,2486
830,2024,3,2616
830,2024,4,3416
830,2024,5,2568
830,2024,7,588
830,2024,8,360
830,2024,9,2196
830,2024,10,2068
830,2024,11,1260
830,2025,1,1020
830,2025,2,2854
830,2025,3,2448
830,2025,4,898
830,2025,5,756
831,2024,8,70
832,2022,4,2520
832,2022,5,2520
832,2022,6,7560
832,2022,7,10080
832,2022,8,2520
832,2022,9,5040
832,2022,10,2520
832,2022,11,2520
832,2022,12,5040
832,2023,1,2520
832,2023,2,2520
832,2023,3,5030
832,2023,4,5040
832,2023,6,2520
832,2023,7,2520
832,2023,8,5040
832,2023,9,2520
832,2023,10,2520
832,2023,11,5040
832,2024,1,2520
832,2024,3,2520
832,2024,4,5040
832,2024,6,5040
832,2024,8,2520
832,2024,10,2520
832,2024,11,2520
833,2022,5,150
833,2022,6,50
833,2022,9,100
833,2022,11,380
833,2023,6,270
834,2022,4,17542
834,2022,5,18424
834,2022,6,25000
834,2022,7,17266
834,2022,8,16416
834,2022,9,9114
834,2022,10,8946
834,2022,11,12702
834,2022,12,1176
834,2023,1,11654
834,2023,2,7648
834,2023,3,14120
834,2023,4,18328
834,2023,5,18526
834,2023,6,9328
834,2023,7,17020
834,2023,8,15252
834,2023,9,7338
834,2023,10,8640
834,2023,11,15726
834,2023,12,1176
834,2024,1,14008
834,2024,2,7854
834,2024,3,8766
834,2024,4,16850
834,2024,5,19692
834,2024,6,10146
834,2024,7,19450
834,2024,8,7668
834,2024,9,10808
834,2024,10,14464
834,2024,11,13604
834,2024,12,4000
834,2025,1,5746
834,2025,2,6790
834,2025,3,14342
834,2025,4,14918
834,2025,5,14722
835,2022,4,140
835,2023,3,140
835,2024,10,150
835,2025,2,80
835,2025,3,680
836,2022,4,3405
836,2022,5,3285
836,2022,6,8760
836,2022,7,4740
836,2022,9,2820
836,2022,10,1740
836,2022,11,3225
836,2023,2,2850
836,2023,3,3000
836,2023,4,2880
836,2023,5,3120
836,2023,6,3090
836,2023,8,6150
836,2023,10,5910
836,2024,1,3090
836,2024,3,3360
836,2024,4,2790
836,2024,8,3240
836,2024,9,6030
836,2025,1,3030
836,2025,2,3090
837,2022,4,1080
837,2022,5,3600
837,2022,6,3080
837,2022,7,5040
837,2022,8,7120
837,2022,9,1000
837,2022,10,2330
837,2022,11,1380
837,2022,12,2520
837,2023,2,2520
837,2023,4,1080
837,2023,7,2010
837,2023,9,2000
837,2023,10,2520
837,2023,12,2000
837,2024,1,2520
837,2024,5,2000
837,2024,6,2520
837,2024,9,990
837,2025,2,2520
837,2025,3,2520
837,2025,4,1260
837,2025,5,2520
838,2023,9,408
838,2025,5,84
839,2022,4,20280
839,2022,5,20300
839,2022,6,25340
839,2022,7,35500
839,2022,8,19220
839,2022,9,12620
839,2022,10,4770
839,2022,11,4860
839,2023,1,2520
839,2023,2,4950
839,2023,3,8010
839,2023,4,2370
839,2023,5,2520
839,2023,6,2250
839,2023,7,2350
839,2023,8,3970
839,2023,9,1800
839,2023,10,1530
839,2023,11,2680
839,2023,12,2520
839,2024,2,2680
839,2024,3,4390
839,2024,4,2040
839,2024,6,3140
839,2024,7,4060
839,2024,9,3940
839,2024,10,1980
839,2024,11,1260
839,2025,1,2520
839,2025,2,2460
839,2025,3,1710
839,2025,4,2600
840,2022,4,23240
840,2022,5,32760
840,2022,6,25200
840,2022,7,48440
840,2022,8,45700
840,2022,9,29240
840,2022,10,2530
840,2022,11,12600
840,2023,1,17640
840,2023,2,20160
840,2023,3,16920
840,2023,4,32760
840,2023,5,27720
840,2023,6,23240
840,2023,7,30240
840,2023,8,15120
840,2023,9,12600
840,2023,10,20172
840,2023,11,20160
840,2023,12,20160
840,2024,1,12600
840,2024,2,15680
840,2024,3,27720
840,2024,4,26660
840,2024,5,12600
840,2024,6,13160
840,2024,7,10080
840,2024,8,15120
840,2024,9,2520
840,2024,10,7560
840,2024,11,10640
840,2024,12,7560
840,2025,1,5040
840,2025,2,10080
840,2025,3,5040
840,2025,4,12600
840,2025,5,7560
841,2022,4,74725
841,2022,5,93950
841,2022,6,105670
841,2022,7,108870
841,2022,8,134420
841,2022,9,91640
841,2022,10,60070
841,2022,11,42100
841,2022,12,11710
841,2023,1,56625
841,2023,2,50380
841,2023,3,71545
841,2023,4,58400
841,2023,5,70350
841,2023,6,87770
841,2023,7,68370
841,2023,8,72165
841,2023,9,62870
841,2023,10,71245
841,2023,11,84660
841,2023,12,51040
841,2024,1,70830
841,2024,2,62940
841,2024,3,86030
841,2024,4,83100
841,2024,5,95220
841,2024,6,85835
841,2024,7,73370
841,2024,8,68170
841,2024,9,64010
841,2024,10,67285
841,2024,11,63175
841,2024,12,32060
841,2025,1,36490
841,2025,2,140050
841,2025,3,66680
841,2025,4,92480
841,2025,5,62230
1082,2022,11,1000
842,2022,6,2285
842,2022,7,3300
842,2023,2,5580
842,2023,3,2200
842,2023,4,1000
842,2023,5,100
842,2023,8,350
842,2023,10,2520
842,2024,6,2200
842,2024,11,150
843,2023,5,2520
843,2023,6,16470
843,2023,7,6480
843,2023,8,12780
843,2023,9,23916
843,2023,10,12600
843,2023,11,20240
843,2023,12,9000
843,2024,1,8820
843,2024,2,16560
843,2024,3,2520
843,2024,4,13770
843,2024,6,1620
843,2024,7,1400
843,2024,9,1980
843,2024,10,2520
843,2025,2,2430
844,2022,4,9870
844,2022,5,9870
844,2022,6,0
844,2022,7,12105
844,2022,8,4200
844,2022,9,4090
844,2022,10,3800
844,2022,11,11950
844,2022,12,5320
844,2023,2,9540
844,2023,3,3950
844,2023,4,4130
844,2023,5,3830
844,2023,6,1440
844,2023,7,3250
844,2023,8,11960
844,2023,9,8930
844,2023,10,8470
844,2023,11,7030
844,2023,12,300
844,2024,1,3850
844,2024,2,4380
844,2024,3,4490
844,2024,4,8320
844,2024,5,7570
844,2024,6,3820
844,2024,7,2130
844,2024,8,3830
844,2024,9,2030
844,2024,10,10680
844,2024,11,2030
844,2024,12,3590
844,2025,1,310
844,2025,2,5150
844,2025,3,4710
844,2025,4,4840
844,2025,5,7620
845,2022,4,1200
845,2022,5,2600
845,2022,6,520
845,2022,7,3470
845,2022,9,1300
845,2022,10,1220
845,2022,11,1700
845,2023,2,180
845,2023,3,2450
845,2023,4,720
845,2023,5,1760
845,2023,6,1100
845,2023,7,2970
845,2023,8,680
845,2023,9,1450
845,2023,10,1040
845,2023,11,940
845,2023,12,350
845,2024,1,360
845,2024,2,5160
845,2024,3,660
845,2024,4,3230
845,2024,5,900
845,2024,6,3870
845,2024,7,1640
845,2024,8,1700
845,2024,9,4990
845,2024,10,700
845,2024,11,2090
845,2024,12,250
845,2025,1,280
845,2025,2,1380
845,2025,3,1990
845,2025,4,180
845,2025,5,620
1083,2022,10,12
1084,2022,4,96
846,2022,4,132460
846,2022,5,167930
846,2022,6,156876
846,2022,7,158272
846,2022,8,185950
846,2022,9,133730
846,2022,10,107170
846,2022,11,92720
846,2022,12,50700
846,2023,1,105160
846,2023,2,117520
846,2023,3,105810
846,2023,4,87470
846,2023,5,87760
846,2023,6,86290
846,2023,7,54360
846,2023,8,35660
846,2023,9,7490
846,2023,10,13540
846,2023,11,27680
846,2023,12,4470
846,2024,1,11470
846,2024,2,20530
846,2024,3,6160
846,2024,4,7300
846,2024,5,39140
846,2024,6,45690
846,2024,7,50540
846,2024,8,39220
846,2024,9,35620
846,2024,10,51360
846,2024,11,54870
846,2024,12,19230
846,2025,1,39090
846,2025,2,45340
846,2025,3,60180
846,2025,4,72390
846,2025,5,82010
847,2022,7,330
847,2022,10,270
847,2023,4,160
847,2023,5,300
847,2023,6,380
847,2023,8,320
847,2023,9,350
847,2023,12,110
847,2024,4,1200
847,2024,7,1000
847,2024,8,600
848,2022,4,1000
848,2022,5,800
848,2022,6,700
848,2022,9,560
848,2022,10,500
848,2022,11,800
848,2023,7,1500
848,2024,3,3000
849,2022,5,4860
849,2023,5,1008
849,2023,6,5060
849,2023,9,992
849,2023,10,4004
849,2024,2,1600
849,2024,4,1152
849,2024,5,3480
849,2024,10,5372
849,2025,1,1224
849,2025,2,4460
849,2025,3,7278
849,2025,4,828
849,2025,5,1600
850,2022,4,950
850,2022,7,1540
850,2022,8,1050
850,2022,9,1690
850,2022,10,1400
850,2022,11,1000
850,2023,2,840
850,2023,3,1120
850,2023,4,950
850,2023,5,900
850,2023,6,2700
850,2023,7,3040
850,2023,8,400
850,2023,9,1400
850,2023,10,2640
850,2023,11,1610
850,2023,12,240
850,2024,2,180
850,2024,3,1700
850,2024,4,800
850,2024,5,600
850,2024,6,1610
850,2024,7,2580
850,2024,8,2180
850,2024,9,1560
850,2024,10,230
850,2024,11,50
850,2024,12,500
850,2025,2,1000
850,2025,3,800
850,2025,4,800
850,2025,5,1300
851,2022,5,4572
851,2022,7,2040
851,2022,8,2040
851,2023,3,4560
851,2023,4,2504
851,2023,5,5000
851,2023,6,3308
851,2023,7,3020
851,2023,8,2788
851,2023,9,588
851,2023,10,5260
851,2023,11,0
851,2023,12,2698
851,2024,1,5740
851,2024,2,2206
851,2024,3,2710
851,2024,4,5600
851,2024,5,2550
851,2024,6,2688
851,2024,7,2308
851,2024,8,2432
851,2024,10,5268
851,2024,11,1200
851,2024,12,780
851,2025,1,2388
851,2025,2,4532
851,2025,3,1834
851,2025,4,2278
851,2025,5,3952
852,2023,7,90
852,2023,8,210
852,2023,9,250
852,2024,9,596
852,2024,10,80
852,2025,1,165
853,2022,4,87862
853,2022,5,67632
853,2022,6,71192
853,2022,7,83012
853,2022,8,68204
853,2022,9,53220
853,2022,10,37944
853,2022,11,60276
853,2022,12,19032
853,2023,1,44488
853,2023,2,29602
853,2023,3,56088
853,2023,4,27594
853,2023,5,28632
853,2023,6,50280
853,2023,7,34580
853,2023,8,42264
853,2023,9,33116
853,2023,10,46396
853,2023,11,31570
853,2023,12,21828
853,2024,1,39396
853,2024,2,19508
853,2024,3,47766
853,2024,4,22404
853,2024,5,35076
853,2024,6,34708
853,2024,7,40224
853,2024,8,21984
853,2024,9,28164
853,2024,10,36408
853,2024,11,20752
853,2024,12,11796
853,2025,1,25200
853,2025,2,26148
853,2025,3,39984
853,2025,4,25120
853,2025,5,30264
854,2023,6,17980
854,2023,7,15560
854,2023,8,5560
854,2023,9,17990
854,2023,10,5180
854,2023,11,10680
854,2023,12,5180
854,2024,1,12200
854,2024,2,5180
854,2024,3,15260
854,2024,4,4120
854,2024,5,5040
854,2024,6,15720
854,2024,7,12810
854,2024,8,7880
854,2024,9,2120
854,2024,10,12200
854,2024,11,7840
854,2024,12,2660
854,2025,1,4640
854,2025,2,7700
854,2025,3,10430
854,2025,4,9960
854,2025,5,7020
855,2022,10,2520
855,2023,3,2520
855,2023,4,7870
855,2023,5,550
855,2023,6,2430
855,2023,7,5040
855,2023,9,1980
855,2023,10,2520
855,2023,11,2520
855,2024,3,2520
855,2024,6,2500
855,2024,7,4910
855,2024,8,6900
855,2024,9,1800
855,2024,10,6760
855,2024,11,4600
855,2025,1,7550
855,2025,2,5040
855,2025,3,4550
855,2025,4,4720
855,2025,5,7560
856,2023,11,2000
857,2023,12,170
857,2024,11,200
858,2022,5,120
858,2022,11,410
858,2023,1,600
858,2023,4,200
858,2023,9,260
858,2024,3,200
858,2024,11,200
859,2022,10,120
859,2023,5,50
859,2023,9,160
860,2024,6,540
861,2022,6,1080
861,2022,7,500
861,2022,8,1500
861,2022,9,1100
